id,manufacturer,model,category,file,hasDatasheet,datasheetUrl,ecosystemBrand
"cb-midnite-mnpv6","MidNite Solar","MNPV6","combiner_boxes","equipment-extras.ts","no","",""
"cb-midnite-mnpv12","MidNite Solar","MNPV12","combiner_boxes","equipment-extras.ts","no","",""
"cb-solaredge-cbi","SolarEdge","Combiner Box (4-input)","combiner_boxes","equipment-extras.ts","no","",""
"cb-sma-combiner","SMA","Sunny Central Combiner Box","combiner_boxes","equipment-extras.ts","no","",""
"dcd-midnite-mndc250","MidNite Solar","MNDC250 (250VDC)","dc_disconnects","equipment-extras.ts","no","",""
"dcd-midnite-mndc600","MidNite Solar","MNDC600 (600VDC)","dc_disconnects","equipment-extras.ts","no","",""
"dcd-square-d-1000v","Square D","HU363DS (1000VDC)","dc_disconnects","equipment-extras.ts","no","",""
"dcd-eaton-1000v-fusible","Eaton","DH364UGK (1000VDC Fusible)","dc_disconnects","equipment-extras.ts","no","",""
"rsd-solaredge-mlpe","SolarEdge","P-Series Optimizer (RSD Built-in)","rapid_shutdown_devices","equipment-extras.ts","no","",""
"rsd-tigo-cca","Tigo","CCA (Cloud Connect Advanced)","rapid_shutdown_devices","equipment-extras.ts","no","",""
"rsd-fronius-rsd","Fronius","Rapid Shutdown Box","rapid_shutdown_devices","equipment-extras.ts","no","",""
"rsd-midnite-birdhouse","MidNite Solar","MNBIRDHOUSEX2","rapid_shutdown_devices","equipment-extras.ts","no","",""
"rsd-enphase-iq8","Enphase","IQ8 Series (RSD Built-in)","rapid_shutdown_devices","equipment-extras.ts","no","",""
"sp-square-d-200a","Square D","QO130L200PG (200A, 30-space)","service_panels","equipment-extras.ts","no","",""
"sp-square-d-200a-40","Square D","QO140L200PG (200A, 40-space)","service_panels","equipment-extras.ts","no","",""
"sp-siemens-200a","Siemens","P4040B1200 (200A, 40-space)","service_panels","equipment-extras.ts","no","",""
"sp-eaton-200a","Eaton","BR4040B200 (200A, 40-space)","service_panels","equipment-extras.ts","no","",""
"sp-square-d-400a","Square D","QO142L400PG (400A, 42-space)","service_panels","equipment-extras.ts","no","",""
"sp-siemens-3ph-200a","Siemens","S4242B3200 (200A, 3-Phase)","service_panels","equipment-extras.ts","no","",""
