jurisdictionId,jurisdictionName,state,rowNecValue,stateTableEdition,skeletonEdition,oldAttribution,actualOrigin,newCanonicalSourceClass,valueChangedByContainment,attributionChangedByContainment,category
"ga-johnson-johnson-county","Johnson County Building Department","GA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ga-jones-jones-county","Jones County Building Department","GA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ga-lamar-lamar-county","Lamar County Building Department","GA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ga-lanier-lanier-county","Lanier County Building Department","GA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ga-laurens-laurens-county","Laurens County Building Department","GA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ga-lee-lee-county","Lee County Building Department","GA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ga-liberty-hinesville","City of Hinesville Building Department","GA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ga-liberty-liberty-county","Liberty County Building Department","GA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ga-lincoln-lincoln-county","Lincoln County Building Department","GA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ga-long-long-county","Long County Building Department","GA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ga-lowndes-lowndes-county","Lowndes County Building Department","GA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ga-lowndes-valdosta","City of Valdosta Building Department","GA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ga-lumpkin-lumpkin-county","Lumpkin County Building Department","GA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ga-macon-macon-county","Macon County Building Department","GA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ga-madison-madison-county","Madison County Building Department","GA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ga-marion-marion-county","Marion County Building Department","GA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ga-mcduffie-mcduffie-county","McDuffie County Building Department","GA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ga-mcintosh-mcintosh-county","McIntosh County Building Department","GA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ga-meriwether-meriwether-county","Meriwether County Building Department","GA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ga-miller-miller-county","Miller County Building Department","GA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ga-mitchell-mitchell-county","Mitchell County Building Department","GA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ga-monroe-monroe-county","Monroe County Building Department","GA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ga-montgomery-montgomery-county","Montgomery County Building Department","GA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ga-morgan-morgan-county","Morgan County Building Department","GA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ga-murray-murray-county","Murray County Building Department","GA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ga-muscogee-columbus","City of Columbus Building Department","GA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ga-muscogee-muscogee-county","Muscogee County Building Department","GA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ga-newton-covington","City of Covington Building Dept","GA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ga-newton-newton-county","Newton County Building Department","GA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ga-oconee-oconee-county","Oconee County Building Department","GA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ga-oglethorpe-oglethorpe-county","Oglethorpe County Building Department","GA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ga-paulding-dallas","City of Dallas Building Dept","GA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ga-paulding-paulding-county","Paulding County Building Department","GA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ga-peach-peach-county","Peach County Building Department","GA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ga-pickens-pickens-county","Pickens County Building Department","GA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ga-pierce-pierce-county","Pierce County Building Department","GA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ga-pike-pike-county","Pike County Building Department","GA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ga-polk-polk-county","Polk County Building Department","GA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ga-pulaski-pulaski-county","Pulaski County Building Department","GA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ga-putnam-putnam-county","Putnam County Building Department","GA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ga-quitman-quitman-county","Quitman County Building Department","GA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ga-rabun-rabun-county","Rabun County Building Department","GA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ga-randolph-randolph-county","Randolph County Building Department","GA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ga-richmond-richmond-county","Richmond County Building Department","GA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ga-rockdale-conyers","City of Conyers Building Dept","GA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ga-rockdale-rockdale-county","Rockdale County Building Department","GA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ga-schley-schley-county","Schley County Building Department","GA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ga-screven-screven-county","Screven County Building Department","GA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ga-seminole-seminole-county","Seminole County Building Department","GA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ga-spalding-spalding-county","Spalding County Building Department","GA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ga-stephens-stephens-county","Stephens County Building Department","GA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ga-stewart-stewart-county","Stewart County Building Department","GA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ga-sumter-sumter-county","Sumter County Building Department","GA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ga-talbot-talbot-county","Talbot County Building Department","GA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ga-taliaferro-taliaferro-county","Taliaferro County Building Department","GA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ga-tattnall-tattnall-county","Tattnall County Building Department","GA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ga-taylor-taylor-county","Taylor County Building Department","GA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ga-telfair-telfair-county","Telfair County Building Department","GA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ga-terrell-terrell-county","Terrell County Building Department","GA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ga-thomas-thomas-county","Thomas County Building Department","GA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ga-tift-tift-county","Tift County Building Department","GA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ga-toombs-toombs-county","Toombs County Building Department","GA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ga-towns-towns-county","Towns County Building Department","GA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ga-treutlen-treutlen-county","Treutlen County Building Department","GA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ga-troup-troup-county","Troup County Building Department","GA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ga-turner-turner-county","Turner County Building Department","GA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ga-twiggs-twiggs-county","Twiggs County Building Department","GA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ga-union-union-county","Union County Building Department","GA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ga-upson-upson-county","Upson County Building Department","GA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ga-walker-walker-county","Walker County Building Department","GA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ga-walton-walton-county","Walton County Building Department","GA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ga-ware-ware-county","Ware County Building Department","GA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ga-warren-warren-county","Warren County Building Department","GA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ga-washington-washington-county","Washington County Building Department","GA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ga-wayne-wayne-county","Wayne County Building Department","GA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ga-webster-webster-county","Webster County Building Department","GA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ga-wheeler-wheeler-county","Wheeler County Building Department","GA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ga-white-white-county","White County Building Department","GA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ga-whitfield-whitfield-county","Whitfield County Building Department","GA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ga-wilcox-wilcox-county","Wilcox County Building Department","GA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ga-wilkes-wilkes-county","Wilkes County Building Department","GA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ga-wilkinson-wilkinson-county","Wilkinson County Building Department","GA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ga-worth-worth-county","Worth County Building Department","GA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"gu-guam-guam-county","Guam County Building Department","GU","2017","","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"hi-hawaii-hawaii-county","Hawaii County Building Department","HI","2020","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"hi-honolulu-kailua","City & County of Honolulu Building Dept","HI","2020","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"hi-honolulu-pearl-city","City & County of Honolulu DPP","HI","2020","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"hi-honolulu-honolulu-county","Honolulu County Building Department","HI","2020","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"hi-honolulu-wahiawa","City & County of Honolulu Building Dept","HI","2020","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"hi-kalawao-kalawao-county","Kalawao County Building Department","HI","2020","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"hi-kauai-lihue","County of Kauai Building Dept","HI","2020","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"hi-kauai-kauai-county","Kauai County Building Department","HI","2020","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"hi-maui-maui-county","Maui County Building Department","HI","2020","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ia-adair-adair-county","Adair County Building Department","IA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ia-adams-adams-county","Adams County Building Department","IA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ia-allamakee-allamakee-county","Allamakee County Building Department","IA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ia-appanoose-appanoose-county","Appanoose County Building Department","IA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ia-audubon-audubon-county","Audubon County Building Department","IA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ia-benton-benton-county","Benton County Building Department","IA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ia-black-hawk-cedar-falls","City of Cedar Falls Building Department","IA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ia-black-hawk-black-hawk-county","Black Hawk County Building Department","IA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ia-black-hawk-waterloo","City of Waterloo Building Department","IA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ia-boone-boone-county","Boone County Building Department","IA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ia-bremer-bremer-county","Bremer County Building Department","IA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ia-buchanan-buchanan-county","Buchanan County Building Department","IA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ia-buena-vista-buena-vista-county","Buena Vista County Building Department","IA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ia-butler-butler-county","Butler County Building Department","IA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ia-calhoun-calhoun-county","Calhoun County Building Department","IA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
