id,state,name,necVersion,hasIdentity,permitAuthority,why
"in-st-joseph-st-joseph-county","IN","St. Joseph County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"in-starke-starke-county","IN","Starke County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"in-steuben-steuben-county","IN","Steuben County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"in-sullivan-sullivan-county","IN","Sullivan County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"in-switzerland-switzerland-county","IN","Switzerland County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"in-tippecanoe-lafayette","IN","City of Lafayette Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"in-tippecanoe-tippecanoe-county","IN","Tippecanoe County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"in-tipton-tipton-county","IN","Tipton County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"in-union-union-county","IN","Union County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"in-vanderburgh-evansville","IN","City of Evansville Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"in-vanderburgh-vanderburgh-county","IN","Vanderburgh County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"in-vermillion-vermillion-county","IN","Vermillion County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"in-vigo-vigo-county","IN","Vigo County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"in-wabash-wabash-county","IN","Wabash County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"in-warren-warren-county","IN","Warren County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"in-warrick-warrick-county","IN","Warrick County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"in-washington-washington-county","IN","Washington County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"in-wayne-wayne-county","IN","Wayne County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"in-wells-wells-county","IN","Wells County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"in-white-white-county","IN","White County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"in-whitley-whitley-county","IN","Whitley County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-allen-allen-county","KS","Allen County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-anderson-anderson-county","KS","Anderson County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-atchison-atchison-county","KS","Atchison County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-barber-barber-county","KS","Barber County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-barton-barton-county","KS","Barton County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-bourbon-bourbon-county","KS","Bourbon County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-brown-brown-county","KS","Brown County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-butler-butler-county","KS","Butler County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-chase-chase-county","KS","Chase County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-chautauqua-chautauqua-county","KS","Chautauqua County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-cherokee-cherokee-county","KS","Cherokee County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-cheyenne-cheyenne-county","KS","Cheyenne County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-clark-clark-county","KS","Clark County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-clay-clay-county","KS","Clay County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-cloud-cloud-county","KS","Cloud County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-coffey-coffey-county","KS","Coffey County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-comanche-comanche-county","KS","Comanche County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-cowley-cowley-county","KS","Cowley County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-crawford-crawford-county","KS","Crawford County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-decatur-decatur-county","KS","Decatur County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-dickinson-dickinson-county","KS","Dickinson County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-doniphan-doniphan-county","KS","Doniphan County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-douglas-lawrence","KS","City of Lawrence Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-douglas-douglas-county","KS","Douglas County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-edwards-edwards-county","KS","Edwards County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-elk-elk-county","KS","Elk County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-ellis-hays","KS","City of Hays Building Dept","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-ellis-ellis-county","KS","Ellis County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-ellsworth-ellsworth-county","KS","Ellsworth County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-finney-garden-city","KS","City of Garden City Building Dept","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-finney-finney-county","KS","Finney County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-ford-dodge-city","KS","City of Dodge City Building Dept","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-ford-ford-county","KS","Ford County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-franklin-franklin-county","KS","Franklin County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-geary-geary-county","KS","Geary County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-gove-gove-county","KS","Gove County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-graham-graham-county","KS","Graham County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-grant-grant-county","KS","Grant County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-gray-gray-county","KS","Gray County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-greeley-greeley-county","KS","Greeley County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-greenwood-greenwood-county","KS","Greenwood County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-hamilton-hamilton-county","KS","Hamilton County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-harper-harper-county","KS","Harper County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-harvey-harvey-county","KS","Harvey County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-haskell-haskell-county","KS","Haskell County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-hodgeman-hodgeman-county","KS","Hodgeman County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-jackson-jackson-county","KS","Jackson County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-jefferson-jefferson-county","KS","Jefferson County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-jewell-jewell-county","KS","Jewell County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-johnson-leawood","KS","City of Leawood Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-johnson-lenexa","KS","City of Lenexa Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-johnson-olathe","KS","City of Olathe Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-johnson-overland-park","KS","City of Overland Park Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-johnson-shawnee","KS","City of Shawnee Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-johnson-johnson-county","KS","Johnson County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-kearny-kearny-county","KS","Kearny County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-kingman-kingman-county","KS","Kingman County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-kiowa-kiowa-county","KS","Kiowa County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-labette-labette-county","KS","Labette County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-lane-lane-county","KS","Lane County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-leavenworth-leavenworth","KS","City of Leavenworth Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-leavenworth-leavenworth-county","KS","Leavenworth County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-lincoln-lincoln-county","KS","Lincoln County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-linn-linn-county","KS","Linn County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-logan-logan-county","KS","Logan County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-lyon-emporia","KS","City of Emporia Building Dept","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-lyon-lyon-county","KS","Lyon County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-marion-marion-county","KS","Marion County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-marshall-marshall-county","KS","Marshall County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-mcpherson-mcpherson-county","KS","McPherson County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-meade-meade-county","KS","Meade County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-miami-miami-county","KS","Miami County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-mitchell-mitchell-county","KS","Mitchell County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-montgomery-montgomery-county","KS","Montgomery County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-morris-morris-county","KS","Morris County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-morton-morton-county","KS","Morton County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-nemaha-nemaha-county","KS","Nemaha County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-neosho-neosho-county","KS","Neosho County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-ness-ness-county","KS","Ness County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-norton-norton-county","KS","Norton County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-osage-osage-county","KS","Osage County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-osborne-osborne-county","KS","Osborne County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-ottawa-ottawa-county","KS","Ottawa County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-pawnee-pawnee-county","KS","Pawnee County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-phillips-phillips-county","KS","Phillips County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-pottawatomie-pottawatomie-county","KS","Pottawatomie County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-pratt-pratt-county","KS","Pratt County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-rawlins-rawlins-county","KS","Rawlins County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-reno-reno-county","KS","Reno County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-republic-republic-county","KS","Republic County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-rice-rice-county","KS","Rice County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-riley-manhattan","KS","City of Manhattan Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-riley-riley-county","KS","Riley County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-rooks-rooks-county","KS","Rooks County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-rush-rush-county","KS","Rush County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-russell-russell-county","KS","Russell County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-saline-saline-county","KS","Saline County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-scott-scott-county","KS","Scott County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-sedgwick-sedgwick-county","KS","Sedgwick County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-seward-seward-county","KS","Seward County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-shawnee-topeka","KS","City of Topeka Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-shawnee-shawnee-county","KS","Shawnee County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-sheridan-sheridan-county","KS","Sheridan County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-sherman-sherman-county","KS","Sherman County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-smith-smith-county","KS","Smith County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-stafford-stafford-county","KS","Stafford County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-stanton-stanton-county","KS","Stanton County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-stevens-stevens-county","KS","Stevens County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-sumner-sumner-county","KS","Sumner County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-thomas-thomas-county","KS","Thomas County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-trego-trego-county","KS","Trego County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-wabaunsee-wabaunsee-county","KS","Wabaunsee County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-wallace-wallace-county","KS","Wallace County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-washington-washington-county","KS","Washington County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-wichita-wichita-county","KS","Wichita County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-wilson-wilson-county","KS","Wilson County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-woodson-woodson-county","KS","Woodson County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-wyandotte-kansas-city","KS","Unified Government of Wyandotte County/KCK Building","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ks-wyandotte-wyandotte-county","KS","Wyandotte County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ky-adair-adair-county","KY","Adair County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ky-allen-allen-county","KY","Allen County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ky-anderson-anderson-county","KY","Anderson County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ky-ballard-ballard-county","KY","Ballard County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ky-barren-barren-county","KY","Barren County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ky-bath-bath-county","KY","Bath County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ky-bell-bell-county","KY","Bell County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ky-boone-florence","KY","City of Florence Building Dept","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ky-boone-boone-county","KY","Boone County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ky-bourbon-bourbon-county","KY","Bourbon County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ky-boyd-ashland","KY","City of Ashland Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ky-boyd-boyd-county","KY","Boyd County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ky-boyle-danville","KY","City of Danville Building Dept","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ky-boyle-boyle-county","KY","Boyle County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ky-bracken-bracken-county","KY","Bracken County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ky-breathitt-breathitt-county","KY","Breathitt County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ky-breckinridge-breckinridge-county","KY","Breckinridge County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ky-bullitt-bullitt-county","KY","Bullitt County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ky-butler-butler-county","KY","Butler County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ky-caldwell-caldwell-county","KY","Caldwell County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ky-calloway-calloway-county","KY","Calloway County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ky-campbell-campbell-county","KY","Campbell County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ky-carlisle-carlisle-county","KY","Carlisle County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ky-carroll-carroll-county","KY","Carroll County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ky-carter-carter-county","KY","Carter County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ky-casey-casey-county","KY","Casey County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ky-christian-hopkinsville","KY","City of Hopkinsville Building Dept","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ky-christian-christian-county","KY","Christian County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ky-clark-clark-county","KY","Clark County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ky-clay-clay-county","KY","Clay County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ky-clinton-clinton-county","KY","Clinton County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ky-crittenden-crittenden-county","KY","Crittenden County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ky-cumberland-cumberland-county","KY","Cumberland County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ky-daviess-owensboro","KY","City of Owensboro Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ky-daviess-daviess-county","KY","Daviess County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ky-edmonson-edmonson-county","KY","Edmonson County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ky-elliott-elliott-county","KY","Elliott County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ky-estill-estill-county","KY","Estill County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ky-fayette-lexington","KY","City of Lexington Building Department","2017","false","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ky-fayette-fayette-county","KY","Fayette County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ky-fleming-fleming-county","KY","Fleming County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ky-floyd-floyd-county","KY","Floyd County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ky-franklin-frankfort","KY","City of Frankfort Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ky-franklin-franklin-county","KY","Franklin County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ky-fulton-fulton-county","KY","Fulton County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ky-gallatin-gallatin-county","KY","Gallatin County Building Department","2017","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
